ID,date_of_donation,donor_link,donation_huf,donor_gender,publishing_name,donation_type
2122,2019. mĂˇjus 21. 14:13,https://elmenykulonitmeny.hu/jotekony-sportolo/vag-janos/,NA,female,gave_name,only_name
2123,2019. mĂˇjus 21. 13:34,https://elmenykulonitmeny.hu/jotekony-sportolo/vag-janos/,NA,NA,anonymous,none_of_them
2124,2019. október 24. 20:02,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,2500,female,gave_name,both_of_them
2125,2019. október 11. 12:10,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,5000,female,gave_name,both_of_them
2126,2019. október 02. 09:44,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,NA,NA,anonymous,none_of_them
2127,2019. szeptember 27. 07:35,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,2000,female,gave_name,both_of_them
2128,2019. szeptember 26. 15:49,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,2000,female,gave_name,both_of_them
2129,2019. szeptember 24. 20:12,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,NA,NA,anonymous,none_of_them
2130,2019. szeptember 24. 16:56,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,2000,female,gave_name,both_of_them
2131,2019. szeptember 24. 12:49,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,3000,female,gave_name,both_of_them
2132,2019. szeptember 23. 12:53,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,2000,NA,gave_name,both_of_them
2133,2019. szeptember 23. 12:47,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,8000,male,gave_name,both_of_them
2134,2019. szeptember 20. 14:36,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,NA,NA,anonymous,none_of_them
2135,2019. szeptember 16. 13:55,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,NA,NA,anonymous,none_of_them
2136,2019. szeptember 11. 09:14,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,2000,male,gave_name,both_of_them
2137,2019. szeptember 10. 20:28,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,3000,female,gave_name,both_of_them
2138,2019. szeptember 10. 15:35,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,NA,NA,anonymous,none_of_them
2139,2019. június 07. 20:18,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,5000,NA,gave_name,both_of_them
2140,2019. május 10. 12:47,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,NA,female,gave_name,only_name
2141,2019. május 08. 11:02,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,NA,male,gave_name,only_name
2142,2019. május 08. 10:55,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,2000,female,gave_name,both_of_them
2143,2019. május 06. 15:28,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,NA,female,gave_name,only_name
2144,2019. május 06. 13:39,https://elmenykulonitmeny.hu/jotekony-sportolo/barcsi-diana/,NA,NA,anonymous,none_of_them
2145,2019. szeptember 28. 22:27,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2146,2019. szeptember 28. 22:19,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2147,2019. szeptember 27. 20:48,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2148,2019. szeptember 27. 20:32,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,2000,male,gave_name,both_of_them
2149,2019. szeptember 27. 15:45,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2150,2019. szeptember 27. 11:17,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,2000,male,gave_name,both_of_them
2151,2019. szeptember 27. 08:27,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,NA,anonymous,none_of_them
2152,2019. szeptember 26. 18:13,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,NA,anonymous,none_of_them
2153,2019. szeptember 25. 13:34,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2154,2019. szeptember 25. 05:26,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,2000,male,gave_name,both_of_them
2155,2019. szeptember 25. 05:24,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,1000,male,gave_name,both_of_them
2156,2019. szeptember 24. 09:48,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,NA,anonymous,none_of_them
2157,2019. szeptember 23. 16:03,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,NA,anonymous,none_of_them
2158,2019. szeptember 21. 14:34,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2159,2019. szeptember 19. 18:15,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,NA,anonymous,none_of_them
2160,2019. szeptember 18. 22:34,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,10000,male,gave_name,both_of_them
2161,2019. szeptember 16. 23:28,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,3000,male,gave_name,both_of_them
2162,2019. szeptember 16. 12:23,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,3000,male,gave_name,both_of_them
2163,2019. szeptember 15. 18:48,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,2500,male,gave_name,both_of_them
2164,2019. szeptember 15. 18:34,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,5000,male,gave_name,both_of_them
2165,2019. szeptember 06. 18:30,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,46700,NA,anonymous,only_money
2166,2019. szeptember 03. 19:52,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,1000,female,gave_name,both_of_them
2167,2019. szeptember 03. 12:55,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2168,2019. augusztus 26. 22:23,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,NA,anonymous,none_of_them
2169,2019. augusztus 26. 21:29,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,9000,NA,anonymous,only_money
2170,2019. augusztus 26. 15:16,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2171,2019. augusztus 26. 15:12,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2172,2019. augusztus 24. 21:32,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,10000,female,gave_name,both_of_them
2173,2019. augusztus 16. 11:43,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2174,2019. augusztus 16. 11:26,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2175,2019. augusztus 15. 20:13,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,NA,anonymous,none_of_them
2176,2019. augusztus 15. 12:09,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,female,gave_name,only_name
2177,2019. augusztus 14. 08:42,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,2000,male,gave_name,both_of_them
2178,2019. augusztus 13. 21:31,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,NA,anonymous,none_of_them
2179,2019. augusztus 13. 21:18,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,10000,male,gave_name,both_of_them
2180,2019. augusztus 13. 20:58,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,1000,female,gave_name,both_of_them
2181,2019. augusztus 13. 15:10,https://elmenykulonitmeny.hu/jotekony-sportolo/szabo-csaba-2/,NA,NA,anonymous,none_of_them
2182,2019. október 03. 12:36,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2183,2019. szeptember 30. 11:14,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,5000,female,gave_name,both_of_them
2184,2019. szeptember 28. 18:53,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,1000,female,gave_name,both_of_them
2185,2019. szeptember 28. 18:48,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,8500,female,gave_name,both_of_them
2186,2019. szeptember 28. 11:34,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2187,2019. szeptember 28. 11:04,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,20000,NA,gave_name,both_of_them
2188,2019. szeptember 27. 21:19,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,5000,female,gave_name,both_of_them
2189,2019. szeptember 27. 15:13,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,2000,NA,anonymous,only_money
2190,2019. szeptember 27. 14:14,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2191,2019. szeptember 27. 12:01,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,5000,female,gave_name,both_of_them
2192,2019. szeptember 27. 11:50,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,male,gave_name,only_name
2193,2019. szeptember 27. 11:19,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,6001,male,gave_name,both_of_them
2194,2019. szeptember 27. 10:55,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,5000,female,gave_name,both_of_them
2195,2019. szeptember 27. 10:10,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,1500,female,gave_name,both_of_them
2196,2019. szeptember 27. 09:46,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,1000,female,gave_name,both_of_them
2197,2019. szeptember 27. 07:35,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2198,2019. szeptember 27. 07:35,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,3000,female,gave_name,both_of_them
2199,2019. szeptember 27. 07:35,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,2500,female,gave_name,both_of_them
2200,2019. szeptember 27. 07:35,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,2000,female,gave_name,both_of_them
2201,2019. szeptember 26. 23:01,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,10000,male,gave_name,both_of_them
2202,2019. szeptember 26. 11:24,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2203,2019. szeptember 25. 14:54,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2204,2019. szeptember 25. 09:27,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,male,gave_name,only_name
2205,2019. szeptember 25. 07:59,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2206,2019. szeptember 24. 19:49,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,5000,NA,anonymous,only_money
2207,2019. szeptember 24. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,100000,male,gave_name,both_of_them
2208,2019. szeptember 23. 10:45,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2209,2019. szeptember 23. 09:44,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,10000,female,gave_name,both_of_them
2210,2019. szeptember 20. 16:57,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,2000,male,gave_name,both_of_them
2211,2019. szeptember 18. 12:59,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,10000,female,gave_name,both_of_them
2212,2019. szeptember 12. 23:25,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,male,gave_name,only_name
2213,2019. szeptember 12. 13:34,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2214,2019. szeptember 09. 16:58,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,1500,female,gave_name,both_of_them
2215,2019. szeptember 09. 11:35,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,4075,female,gave_name,both_of_them
2216,2019. szeptember 09. 10:18,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,2000,female,gave_name,both_of_them
2217,2019. szeptember 09. 10:16,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,2500,female,gave_name,both_of_them
2218,2019. szeptember 09. 10:05,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,6000,female,gave_name,both_of_them
2219,2019. szeptember 09. 01:07,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,male,gave_name,only_name
2220,2019. szeptember 08. 22:43,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,3333,female,gave_name,both_of_them
2221,2019. szeptember 08. 22:35,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2222,2019. szeptember 07. 20:52,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,8000,male,gave_name,both_of_them
2223,2019. szeptember 06. 08:19,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2224,2019. szeptember 04. 10:36,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,5000,female,gave_name,both_of_them
2225,2019. szeptember 04. 09:19,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,4000,female,gave_name,both_of_them
2226,2019. augusztus 27. 21:32,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,1975,female,gave_name,both_of_them
2227,2019. augusztus 27. 21:32,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,male,gave_name,only_name
2229,2019. augusztus 22. 20:14,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,pair,gave_name,only_name
2230,2019. augusztus 22. 16:55,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,5000,female,gave_name,both_of_them
2231,2019. augusztus 22. 11:39,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,5000,female,gave_name,both_of_them
2232,2019. augusztus 22. 11:39,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,10000,female,gave_name,both_of_them
2233,2019. augusztus 21. 18:55,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,10000,female,gave_name,both_of_them
2234,2019. augusztus 21. 15:39,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,male,gave_name,only_name
2235,2019. augusztus 21. 12:13,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,1500,female,gave_name,both_of_them
2236,2019. augusztus 17. 18:09,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,1500,female,gave_name,both_of_them
2237,2019. augusztus 15. 13:19,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,3000,female,gave_name,both_of_them
2238,2019. augusztus 14. 10:07,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2239,2019. augusztus 09. 19:04,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2240,2019. augusztus 07. 11:12,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,1500,female,gave_name,both_of_them
2241,2019. augusztus 02. 15:08,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2242,2019. augusztus 02. 10:05,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2243,2019. augusztus 02. 09:29,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2244,2019. július 31. 11:49,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2245,2019. július 26. 09:50,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2246,2019. július 23. 21:00,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,2000,NA,gave_name,both_of_them
2247,2019. július 16. 14:03,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,15000,NA,anonymous,only_money
2248,2019. július 12. 19:22,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,10000,female,gave_name,both_of_them
2249,2019. július 12. 18:47,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,3000,female,gave_name,both_of_them
2250,2019. július 11. 17:29,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2251,2019. július 11. 11:37,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,1000,female,gave_name,both_of_them
2252,2019. július 10. 23:16,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2253,2019. július 10. 19:13,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,female,gave_name,only_name
2254,2019. május 23. 18:47,https://elmenykulonitmeny.hu/jotekony-sportolo/udvardi-dorottya/,NA,NA,anonymous,none_of_them
2255,2019. október 09. 20:58,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,5000,female,gave_name,both_of_them
2256,2019. szeptember 13. 08:48,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,9999,male,gave_name,both_of_them
2257,2019. szeptember 07. 15:13,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,NA,anonymous,none_of_them
2258,2019. szeptember 04. 20:50,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,female,gave_name,only_name
2259,2019. szeptember 04. 08:47,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,5000,female,gave_name,both_of_them
2260,2019. augusztus 16. 15:52,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,male,gave_name,only_name
2261,2019. augusztus 14. 10:00,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,female,gave_name,only_name
2262,2019. augusztus 12. 11:19,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,6998,female,gave_name,both_of_them
2263,2019. július 24. 11:49,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,NA,anonymous,none_of_them
2264,2019. július 10. 17:33,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,female,gave_name,only_name
2265,2019. június 26. 12:16,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,NA,anonymous,none_of_them
2266,2019. június 13. 12:44,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,NA,anonymous,none_of_them
2267,2019. június 13. 06:51,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,NA,anonymous,none_of_them
2268,2019. június 12. 09:27,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,NA,anonymous,none_of_them
2269,2019. június 12. 06:40,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,NA,anonymous,none_of_them
2270,2019. mĂˇjus 13. 10:13,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,5000,female,gave_name,both_of_them
2271,2019. mĂˇjus 02. 18:43,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,NA,anonymous,none_of_them
2272,2019. Ăˇprilis 20. 15:33,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,3000,female,gave_name,both_of_them
2273,2019. Ăˇprilis 19. 15:33,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,female,gave_name,only_name
2274,2019. Ăˇprilis 17. 15:45,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,female,gave_name,only_name
2275,2019. Ăˇprilis 15. 20:39,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,male,gave_name,only_name
2276,2019. Ăˇprilis 10. 21:34,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,male,gave_name,only_name
2277,2019. Ăˇprilis 09. 21:32,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,female,gave_name,only_name
2278,2019. Ăˇprilis 09. 15:29,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,female,gave_name,only_name
2279,2019. Ăˇprilis 09. 14:42,https://elmenykulonitmeny.hu/jotekony-sportolo/nagy-zoltan/,NA,female,gave_name,only_name
